case_id,activity_name,timestamp,claim_amount,car_make,car_model,car_year,type_of_accident
00048c02-65b5-423b-bf38-139a099a5624,First Notification of Loss (FNOL),10/17/2022 7:17,4897.7,Hyundai,Elantra,2011,Rear-end
00048c02-65b5-423b-bf38-139a099a5624,Payment Sent,11/12/2022 14:42,4897.7,Hyundai,Elantra,2011,Rear-end
00048c02-65b5-423b-bf38-139a099a5624,Set Reserve,11/3/2022 21:13,4897.7,Hyundai,Elantra,2011,Rear-end
0005b367-5a31-4bcd-82f3-05103f43b462,Assign Claim,1/21/2022 15:13,9596.03,Jeep,Wrangler,2017,Side-impact
0005b367-5a31-4bcd-82f3-05103f43b462,Close Claim,2/14/2022 0:06,9596.03,Jeep,Wrangler,2017,Side-impact
0005b367-5a31-4bcd-82f3-05103f43b462,Decide Claim,2/1/2022 14:40,9596.03,Jeep,Wrangler,2017,Side-impact
0005b367-5a31-4bcd-82f3-05103f43b462,First Notification of Loss (FNOL),1/8/2022 8:07,9596.03,Jeep,Wrangler,2017,Side-impact
0005b367-5a31-4bcd-82f3-05103f43b462,Payment Sent,2/8/2022 18:31,9596.03,Jeep,Wrangler,2017,Side-impact
0005b367-5a31-4bcd-82f3-05103f43b462,Set Reserve,1/27/2022 0:41,9596.03,Jeep,Wrangler,2017,Side-impact
000694f5-9a75-4885-ab77-7842d78188ae,Assign Claim,7/8/2020 15:00,7181,Hyundai,Elantra,2017,Rollover
000694f5-9a75-4885-ab77-7842d78188ae,Close Claim,7/20/2020 9:08,7181,Hyundai,Elantra,2017,Rollover
000694f5-9a75-4885-ab77-7842d78188ae,Decide Claim,7/13/2020 8:26,7181,Hyundai,Elantra,2017,Rollover
000694f5-9a75-4885-ab77-7842d78188ae,First Notification of Loss (FNOL),6/25/2020 2:15,7181,Hyundai,Elantra,2017,Rollover
000694f5-9a75-4885-ab77-7842d78188ae,Payment Sent,7/15/2020 17:05,7181,Hyundai,Elantra,2017,Rollover
000694f5-9a75-4885-ab77-7842d78188ae,Set Reserve,7/14/2020 20:07,7181,Hyundai,Elantra,2017,Rollover
000771f4-d1b6-4d3e-a81b-31b792d1a98c,Assign Claim,11/24/2020 13:45,2778.8,Ford,F-150,2017,Side-impact
000771f4-d1b6-4d3e-a81b-31b792d1a98c,Close Claim,12/17/2020 19:28,2778.8,Ford,F-150,2017,Side-impact
000771f4-d1b6-4d3e-a81b-31b792d1a98c,Decide Claim,12/8/2020 0:47,2778.8,Ford,F-150,2017,Side-impact
000771f4-d1b6-4d3e-a81b-31b792d1a98c,First Notification of Loss (FNOL),11/6/2020 10:02,2778.8,Ford,F-150,2017,Side-impact
000771f4-d1b6-4d3e-a81b-31b792d1a98c,Payment Sent,12/12/2020 20:01,2778.8,Ford,F-150,2017,Side-impact
000771f4-d1b6-4d3e-a81b-31b792d1a98c,Set Reserve,11/29/2020 23:25,2778.8,Ford,F-150,2017,Side-impact
000bb4cc-ee97-4e5a-8a8e-ac2cca9c3569,Assign Claim,5/11/2020 20:29,2629.64,Toyota,Camry,2014,Head-on
000bb4cc-ee97-4e5a-8a8e-ac2cca9c3569,Close Claim,5/31/2020 4:14,2629.64,Toyota,Camry,2014,Head-on
000bb4cc-ee97-4e5a-8a8e-ac2cca9c3569,Decide Claim,5/22/2020 1:24,2629.64,Toyota,Camry,2014,Head-on
000bb4cc-ee97-4e5a-8a8e-ac2cca9c3569,First Notification of Loss (FNOL),4/26/2020 3:41,2629.64,Toyota,Camry,2014,Head-on
000bb4cc-ee97-4e5a-8a8e-ac2cca9c3569,Payment Sent,5/27/2020 16:31,2629.64,Toyota,Camry,2014,Head-on
000bb4cc-ee97-4e5a-8a8e-ac2cca9c3569,Set Reserve,5/16/2020 6:11,2629.64,Toyota,Camry,2014,Head-on
000c42da-1781-4faa-96cc-dac76d35ef04,Assign Claim,12/11/2021 12:42,8893.71,Honda,Civic,2014,Rollover
000c42da-1781-4faa-96cc-dac76d35ef04,Close Claim,12/30/2021 2:06,8893.71,Honda,Civic,2014,Rollover
000c42da-1781-4faa-96cc-dac76d35ef04,Decide Claim,12/19/2021 21:31,8893.71,Honda,Civic,2014,Rollover
000c42da-1781-4faa-96cc-dac76d35ef04,First Notification of Loss (FNOL),11/24/2021 20:58,8893.71,Honda,Civic,2014,Rollover
000c42da-1781-4faa-96cc-dac76d35ef04,Payment Sent,12/24/2021 6:09,8893.71,Honda,Civic,2014,Rollover
000c42da-1781-4faa-96cc-dac76d35ef04,Set Reserve,12/18/2021 8:30,8893.71,Honda,Civic,2014,Rollover
000f1f69-8808-445d-8339-33de46ea2f7a,Assign Claim,7/8/2022 6:39,4024.32,Nissan,Altima,2013,Rollover
000f1f69-8808-445d-8339-33de46ea2f7a,Close Claim,8/1/2022 5:43,4024.32,Nissan,Altima,2013,Rollover
000f1f69-8808-445d-8339-33de46ea2f7a,Decide Claim,7/19/2022 22:53,4024.32,Nissan,Altima,2013,Rollover
000f1f69-8808-445d-8339-33de46ea2f7a,First Notification of Loss (FNOL),6/21/2022 22:08,4024.32,Nissan,Altima,2013,Rollover
000f1f69-8808-445d-8339-33de46ea2f7a,Payment Sent,7/25/2022 14:45,4024.32,Nissan,Altima,2013,Rollover
000f1f69-8808-445d-8339-33de46ea2f7a,Set Reserve,7/13/2022 19:19,4024.32,Nissan,Altima,2013,Rollover
0011ffd8-81d3-4559-b6fb-126f1e4c0879,Assign Claim,12/2/2020 11:14,4311.67,Nissan,Altima,2016,Rollover
0011ffd8-81d3-4559-b6fb-126f1e4c0879,Close Claim,12/22/2020 5:45,4311.67,Nissan,Altima,2016,Rollover
0011ffd8-81d3-4559-b6fb-126f1e4c0879,Decide Claim,12/12/2020 15:39,4311.67,Nissan,Altima,2016,Rollover
0011ffd8-81d3-4559-b6fb-126f1e4c0879,First Notification of Loss (FNOL),11/19/2020 22:48,4311.67,Nissan,Altima,2016,Rollover
0011ffd8-81d3-4559-b6fb-126f1e4c0879,Payment Sent,12/18/2020 0:35,4311.67,Nissan,Altima,2016,Rollover
0011ffd8-81d3-4559-b6fb-126f1e4c0879,Set Reserve,12/8/2020 2:20,4311.67,Nissan,Altima,2016,Rollover
0014d7d8-fe2a-43d8-8b13-109cb93c5296,Assign Claim,1/5/2023 9:17,5994.44,Toyota,Camry,2022,Head-on
0014d7d8-fe2a-43d8-8b13-109cb93c5296,Close Claim,1/23/2023 20:12,5994.44,Toyota,Camry,2022,Head-on
0014d7d8-fe2a-43d8-8b13-109cb93c5296,Decide Claim,1/14/2023 8:01,5994.44,Toyota,Camry,2022,Head-on
0014d7d8-fe2a-43d8-8b13-109cb93c5296,First Notification of Loss (FNOL),12/18/2022 21:57,5994.44,Toyota,Camry,2022,Head-on
0014d7d8-fe2a-43d8-8b13-109cb93c5296,Payment Sent,1/18/2023 11:29,5994.44,Toyota,Camry,2022,Head-on
0014d7d8-fe2a-43d8-8b13-109cb93c5296,Set Reserve,1/11/2023 9:00,5994.44,Toyota,Camry,2022,Head-on
0016d5e0-661e-45a1-a116-af610a157613,Assign Claim,6/11/2020 20:40,8681.75,Chevrolet,Silverado,2013,Rear-end
0016d5e0-661e-45a1-a116-af610a157613,Close Claim,6/27/2020 6:39,8681.75,Chevrolet,Silverado,2013,Rear-end
0016d5e0-661e-45a1-a116-af610a157613,Decide Claim,6/19/2020 20:02,8681.75,Chevrolet,Silverado,2013,Rear-end
0016d5e0-661e-45a1-a116-af610a157613,First Notification of Loss (FNOL),5/28/2020 14:30,8681.75,Chevrolet,Silverado,2013,Rear-end
0016d5e0-661e-45a1-a116-af610a157613,Payment Sent,6/22/2020 12:17,8681.75,Chevrolet,Silverado,2013,Rear-end
0016d5e0-661e-45a1-a116-af610a157613,Set Reserve,6/16/2020 15:07,8681.75,Chevrolet,Silverado,2013,Rear-end
0019ec48-b0a4-4e72-bc55-9ba999a81382,Assign Claim,8/4/2021 20:26,1270.55,Chevrolet,Silverado,2020,Rear-end
0019ec48-b0a4-4e72-bc55-9ba999a81382,Close Claim,9/1/2021 19:01,1270.55,Chevrolet,Silverado,2020,Rear-end
0019ec48-b0a4-4e72-bc55-9ba999a81382,Decide Claim,8/20/2021 18:14,1270.55,Chevrolet,Silverado,2020,Rear-end
0019ec48-b0a4-4e72-bc55-9ba999a81382,First Notification of Loss (FNOL),7/21/2021 0:47,1270.55,Chevrolet,Silverado,2020,Rear-end
0019ec48-b0a4-4e72-bc55-9ba999a81382,Payment Sent,8/26/2021 22:47,1270.55,Chevrolet,Silverado,2020,Rear-end
0019ec48-b0a4-4e72-bc55-9ba999a81382,Set Reserve,8/14/2021 7:57,1270.55,Chevrolet,Silverado,2020,Rear-end
001ce6b1-111c-41cc-9c1b-656a901a6e30,Assign Claim,11/15/2022 18:29,3020.84,Chevrolet,Silverado,2020,Rear-end
001ce6b1-111c-41cc-9c1b-656a901a6e30,Close Claim,12/4/2022 11:51,3020.84,Chevrolet,Silverado,2020,Rear-end
001ce6b1-111c-41cc-9c1b-656a901a6e30,Decide Claim,11/28/2022 17:08,3020.84,Chevrolet,Silverado,2020,Rear-end
001ce6b1-111c-41cc-9c1b-656a901a6e30,First Notification of Loss (FNOL),11/2/2022 21:27,3020.84,Chevrolet,Silverado,2020,Rear-end
001ce6b1-111c-41cc-9c1b-656a901a6e30,Payment Sent,11/30/2022 15:01,3020.84,Chevrolet,Silverado,2020,Rear-end
001ce6b1-111c-41cc-9c1b-656a901a6e30,Set Reserve,11/20/2022 3:23,3020.84,Chevrolet,Silverado,2020,Rear-end
001fabc4-e984-467e-8e6c-44f4b9531ec4,Assign Claim,1/1/2023 9:19,2482.25,Honda,Civic,2022,Rear-end
001fabc4-e984-467e-8e6c-44f4b9531ec4,Close Claim,1/25/2023 22:28,2482.25,Honda,Civic,2022,Rear-end
001fabc4-e984-467e-8e6c-44f4b9531ec4,Decide Claim,1/13/2023 22:06,2482.25,Honda,Civic,2022,Rear-end
001fabc4-e984-467e-8e6c-44f4b9531ec4,First Notification of Loss (FNOL),12/19/2022 4:22,2482.25,Honda,Civic,2022,Rear-end
001fabc4-e984-467e-8e6c-44f4b9531ec4,Payment Sent,1/20/2023 8:55,2482.25,Honda,Civic,2022,Rear-end
001fabc4-e984-467e-8e6c-44f4b9531ec4,Set Reserve,1/9/2023 5:37,2482.25,Honda,Civic,2022,Rear-end
001fd226-cc8d-4a38-a712-be681487f6c2,Assign Claim,8/15/2022 8:59,6925.59,Toyota,Camry,2021,Rollover
001fd226-cc8d-4a38-a712-be681487f6c2,Close Claim,9/7/2022 22:06,6925.59,Toyota,Camry,2021,Rollover
001fd226-cc8d-4a38-a712-be681487f6c2,Decide Claim,8/30/2022 23:19,6925.59,Toyota,Camry,2021,Rollover
001fd226-cc8d-4a38-a712-be681487f6c2,First Notification of Loss (FNOL),7/30/2022 0:11,6925.59,Toyota,Camry,2021,Rollover
001fd226-cc8d-4a38-a712-be681487f6c2,Payment Sent,9/3/2022 3:33,6925.59,Toyota,Camry,2021,Rollover
001fd226-cc8d-4a38-a712-be681487f6c2,Set Reserve,8/24/2022 0:09,6925.59,Toyota,Camry,2021,Rollover
002157e8-e929-446b-98b9-966af2efbe8d,Assign Claim,10/5/2022 3:49,6346.37,Toyota,Camry,2014,Side-impact
002157e8-e929-446b-98b9-966af2efbe8d,Close Claim,10/22/2022 22:27,6346.37,Toyota,Camry,2014,Side-impact
002157e8-e929-446b-98b9-966af2efbe8d,Decide Claim,10/13/2022 18:17,6346.37,Toyota,Camry,2014,Side-impact
002157e8-e929-446b-98b9-966af2efbe8d,First Notification of Loss (FNOL),9/22/2022 12:03,6346.37,Toyota,Camry,2014,Side-impact
002157e8-e929-446b-98b9-966af2efbe8d,Payment Sent,10/18/2022 0:48,6346.37,Toyota,Camry,2014,Side-impact
002157e8-e929-446b-98b9-966af2efbe8d,Set Reserve,10/10/2022 2:53,6346.37,Toyota,Camry,2014,Side-impact
0022e4fd-396a-461a-9983-7660d3b3e592,Assign Claim,3/24/2022 5:19,7202.93,Nissan,Altima,2013,Rear-end
0022e4fd-396a-461a-9983-7660d3b3e592,Close Claim,4/14/2022 22:07,7202.93,Nissan,Altima,2013,Rear-end
0022e4fd-396a-461a-9983-7660d3b3e592,Decide Claim,4/7/2022 17:09,7202.93,Nissan,Altima,2013,Rear-end
0022e4fd-396a-461a-9983-7660d3b3e592,First Notification of Loss (FNOL),3/5/2022 17:30,7202.93,Nissan,Altima,2013,Rear-end
0022e4fd-396a-461a-9983-7660d3b3e592,Payment Sent,4/11/2022 21:28,7202.93,Nissan,Altima,2013,Rear-end
0022e4fd-396a-461a-9983-7660d3b3e592,Set Reserve,3/31/2022 22:01,7202.93,Nissan,Altima,2013,Rear-end
0024fe8b-bd83-4280-8f98-9ce810340505,Assign Claim,3/1/2022 11:41,5940.14,Jeep,Wrangler,2016,Rollover
0024fe8b-bd83-4280-8f98-9ce810340505,Close Claim,3/17/2022 5:04,5940.14,Jeep,Wrangler,2016,Rollover
0024fe8b-bd83-4280-8f98-9ce810340505,Decide Claim,3/7/2022 23:22,5940.14,Jeep,Wrangler,2016,Rollover
0024fe8b-bd83-4280-8f98-9ce810340505,First Notification of Loss (FNOL),2/19/2022 23:30,5940.14,Jeep,Wrangler,2016,Rollover
0024fe8b-bd83-4280-8f98-9ce810340505,Payment Sent,3/11/2022 10:15,5940.14,Jeep,Wrangler,2016,Rollover
0024fe8b-bd83-4280-8f98-9ce810340505,Set Reserve,3/4/2022 23:50,5940.14,Jeep,Wrangler,2016,Rollover
002533c3-b4f9-467c-8481-7a7782565c31,Assign Claim,7/7/2021 5:41,4459.27,Ford,F-150,2021,Side-impact
002533c3-b4f9-467c-8481-7a7782565c31,Close Claim,8/4/2021 15:26,4459.27,Ford,F-150,2021,Side-impact
002533c3-b4f9-467c-8481-7a7782565c31,Decide Claim,7/18/2021 16:10,4459.27,Ford,F-150,2021,Side-impact
002533c3-b4f9-467c-8481-7a7782565c31,First Notification of Loss (FNOL),6/24/2021 14:02,4459.27,Ford,F-150,2021,Side-impact
002533c3-b4f9-467c-8481-7a7782565c31,Payment Sent,7/23/2021 14:40,4459.27,Ford,F-150,2021,Side-impact
002533c3-b4f9-467c-8481-7a7782565c31,Set Reserve,7/13/2021 14:00,4459.27,Ford,F-150,2021,Side-impact
0026450b-c983-4a75-be84-180a85149e82,Assign Claim,4/7/2023 1:35,6872.15,Toyota,Camry,2016,Rollover
0026450b-c983-4a75-be84-180a85149e82,Close Claim,4/23/2023 17:38,6872.15,Toyota,Camry,2016,Rollover
0026450b-c983-4a75-be84-180a85149e82,Decide Claim,4/15/2023 16:43,6872.15,Toyota,Camry,2016,Rollover
0026450b-c983-4a75-be84-180a85149e82,First Notification of Loss (FNOL),3/18/2023 6:59,6872.15,Toyota,Camry,2016,Rollover
0026450b-c983-4a75-be84-180a85149e82,Payment Sent,4/21/2023 0:32,6872.15,Toyota,Camry,2016,Rollover
0026450b-c983-4a75-be84-180a85149e82,Set Reserve,4/13/2023 12:31,6872.15,Toyota,Camry,2016,Rollover
0028c17a-3fb1-4f1e-909a-e5825480517f,Assign Claim,8/17/2022 9:37,5058.67,Nissan,Altima,2022,Rear-end
0028c17a-3fb1-4f1e-909a-e5825480517f,Close Claim,9/8/2022 16:36,5058.67,Nissan,Altima,2022,Rear-end
0028c17a-3fb1-4f1e-909a-e5825480517f,Decide Claim,8/30/2022 3:03,5058.67,Nissan,Altima,2022,Rear-end
0028c17a-3fb1-4f1e-909a-e5825480517f,First Notification of Loss (FNOL),8/6/2022 12:22,5058.67,Nissan,Altima,2022,Rear-end
0028c17a-3fb1-4f1e-909a-e5825480517f,Payment Sent,9/3/2022 15:33,5058.67,Nissan,Altima,2022,Rear-end
0028c17a-3fb1-4f1e-909a-e5825480517f,Set Reserve,8/25/2022 18:49,5058.67,Nissan,Altima,2022,Rear-end
0028fc09-44ae-490d-a258-79630153fb4e,Assign Claim,12/3/2021 20:53,8613.22,Honda,Civic,2017,Head-on
0028fc09-44ae-490d-a258-79630153fb4e,Close Claim,12/17/2021 13:28,8613.22,Honda,Civic,2017,Head-on
0028fc09-44ae-490d-a258-79630153fb4e,Decide Claim,12/11/2021 16:01,8613.22,Honda,Civic,2017,Head-on
0028fc09-44ae-490d-a258-79630153fb4e,First Notification of Loss (FNOL),11/20/2021 9:08,8613.22,Honda,Civic,2017,Head-on
0028fc09-44ae-490d-a258-79630153fb4e,Payment Sent,12/13/2021 16:51,8613.22,Honda,Civic,2017,Head-on
0028fc09-44ae-490d-a258-79630153fb4e,Set Reserve,12/7/2021 14:25,8613.22,Honda,Civic,2017,Head-on
002e231a-909c-40e1-9465-cf331ba15d73,Assign Claim,8/22/2020 5:43,1599.31,Ford,F-150,2015,Side-impact
002e231a-909c-40e1-9465-cf331ba15d73,Close Claim,9/7/2020 18:26,1599.31,Ford,F-150,2015,Side-impact
002e231a-909c-40e1-9465-cf331ba15d73,Decide Claim,8/30/2020 6:08,1599.31,Ford,F-150,2015,Side-impact
002e231a-909c-40e1-9465-cf331ba15d73,First Notification of Loss (FNOL),8/3/2020 20:03,1599.31,Ford,F-150,2015,Side-impact
002e231a-909c-40e1-9465-cf331ba15d73,Payment Sent,9/1/2020 21:18,1599.31,Ford,F-150,2015,Side-impact
002e231a-909c-40e1-9465-cf331ba15d73,Set Reserve,8/27/2020 0:34,1599.31,Ford,F-150,2015,Side-impact
002f2739-6d0d-434b-ad15-e95ee467511d,Assign Claim,4/20/2021 16:24,3775.67,Toyota,Camry,2017,Head-on
002f2739-6d0d-434b-ad15-e95ee467511d,Close Claim,5/9/2021 19:50,3775.67,Toyota,Camry,2017,Head-on
002f2739-6d0d-434b-ad15-e95ee467511d,Decide Claim,4/30/2021 2:52,3775.67,Toyota,Camry,2017,Head-on
002f2739-6d0d-434b-ad15-e95ee467511d,First Notification of Loss (FNOL),4/2/2021 16:55,3775.67,Toyota,Camry,2017,Head-on
002f2739-6d0d-434b-ad15-e95ee467511d,Payment Sent,5/5/2021 4:30,3775.67,Toyota,Camry,2017,Head-on
002f2739-6d0d-434b-ad15-e95ee467511d,Set Reserve,4/26/2021 0:48,3775.67,Toyota,Camry,2017,Head-on
003082d8-6a70-4fce-9ee3-69cbdfb837dc,Assign Claim,5/7/2021 6:29,9910.19,Jeep,Wrangler,2017,Head-on
003082d8-6a70-4fce-9ee3-69cbdfb837dc,Close Claim,5/29/2021 2:28,9910.19,Jeep,Wrangler,2017,Head-on
003082d8-6a70-4fce-9ee3-69cbdfb837dc,Decide Claim,5/20/2021 13:24,9910.19,Jeep,Wrangler,2017,Head-on
003082d8-6a70-4fce-9ee3-69cbdfb837dc,First Notification of Loss (FNOL),4/20/2021 11:43,9910.19,Jeep,Wrangler,2017,Head-on
003082d8-6a70-4fce-9ee3-69cbdfb837dc,Payment Sent,5/23/2021 12:33,9910.19,Jeep,Wrangler,2017,Head-on
003082d8-6a70-4fce-9ee3-69cbdfb837dc,Set Reserve,5/14/2021 6:30,9910.19,Jeep,Wrangler,2017,Head-on
00309042-5563-4f29-9d70-8a121685e1f6,Assign Claim,5/17/2021 6:08,5847.43,Jeep,Wrangler,2014,Rear-end
00309042-5563-4f29-9d70-8a121685e1f6,Close Claim,6/2/2021 15:58,5847.43,Jeep,Wrangler,2014,Rear-end
00309042-5563-4f29-9d70-8a121685e1f6,Decide Claim,5/24/2021 3:49,5847.43,Jeep,Wrangler,2014,Rear-end
00309042-5563-4f29-9d70-8a121685e1f6,First Notification of Loss (FNOL),5/3/2021 7:37,5847.43,Jeep,Wrangler,2014,Rear-end
00309042-5563-4f29-9d70-8a121685e1f6,Payment Sent,5/29/2021 2:29,5847.43,Jeep,Wrangler,2014,Rear-end
00309042-5563-4f29-9d70-8a121685e1f6,Set Reserve,5/18/2021 15:38,5847.43,Jeep,Wrangler,2014,Rear-end
00321d48-0336-4795-96db-62c6a117298d,Assign Claim,1/27/2021 20:31,3681,Toyota,Camry,2012,Head-on
00321d48-0336-4795-96db-62c6a117298d,Close Claim,2/13/2021 7:49,3681,Toyota,Camry,2012,Head-on
00321d48-0336-4795-96db-62c6a117298d,Decide Claim,2/7/2021 3:18,3681,Toyota,Camry,2012,Head-on
00321d48-0336-4795-96db-62c6a117298d,First Notification of Loss (FNOL),1/14/2021 14:36,3681,Toyota,Camry,2012,Head-on
00321d48-0336-4795-96db-62c6a117298d,Payment Sent,2/8/2021 0:36,3681,Toyota,Camry,2012,Head-on
00321d48-0336-4795-96db-62c6a117298d,Set Reserve,2/1/2021 21:48,3681,Toyota,Camry,2012,Head-on
0036f45c-5b00-4f34-8381-8aed06534500,Assign Claim,4/16/2022 22:18,7486.99,Honda,Civic,2012,Rear-end
0036f45c-5b00-4f34-8381-8aed06534500,Close Claim,5/2/2022 14:43,7486.99,Honda,Civic,2012,Rear-end
0036f45c-5b00-4f34-8381-8aed06534500,Decide Claim,4/26/2022 4:49,7486.99,Honda,Civic,2012,Rear-end
0036f45c-5b00-4f34-8381-8aed06534500,First Notification of Loss (FNOL),3/30/2022 23:54,7486.99,Honda,Civic,2012,Rear-end
0036f45c-5b00-4f34-8381-8aed06534500,Payment Sent,4/28/2022 23:08,7486.99,Honda,Civic,2012,Rear-end
0036f45c-5b00-4f34-8381-8aed06534500,Set Reserve,4/18/2022 20:07,7486.99,Honda,Civic,2012,Rear-end
0038a6dc-1165-4ea4-ad53-48bf681cd80f,Assign Claim,9/8/2020 3:53,4298.86,Jeep,Wrangler,2014,Head-on
0038a6dc-1165-4ea4-ad53-48bf681cd80f,Close Claim,9/27/2020 3:17,4298.86,Jeep,Wrangler,2014,Head-on
0038a6dc-1165-4ea4-ad53-48bf681cd80f,Decide Claim,9/20/2020 1:28,4298.86,Jeep,Wrangler,2014,Head-on
0038a6dc-1165-4ea4-ad53-48bf681cd80f,First Notification of Loss (FNOL),8/26/2020 2:04,4298.86,Jeep,Wrangler,2014,Head-on
0038a6dc-1165-4ea4-ad53-48bf681cd80f,Payment Sent,9/23/2020 6:23,4298.86,Jeep,Wrangler,2014,Head-on
0038a6dc-1165-4ea4-ad53-48bf681cd80f,Set Reserve,9/13/2020 8:00,4298.86,Jeep,Wrangler,2014,Head-on
003acbc7-46f6-4abd-9924-cb5f4d2245cd,Assign Claim,2/3/2021 5:28,1046.79,Nissan,Altima,2015,Side-impact
003acbc7-46f6-4abd-9924-cb5f4d2245cd,Close Claim,2/21/2021 10:15,1046.79,Nissan,Altima,2015,Side-impact
003acbc7-46f6-4abd-9924-cb5f4d2245cd,Decide Claim,2/14/2021 5:51,1046.79,Nissan,Altima,2015,Side-impact
003acbc7-46f6-4abd-9924-cb5f4d2245cd,First Notification of Loss (FNOL),1/13/2021 23:05,1046.79,Nissan,Altima,2015,Side-impact
003acbc7-46f6-4abd-9924-cb5f4d2245cd,Payment Sent,2/18/2021 5:44,1046.79,Nissan,Altima,2015,Side-impact
003acbc7-46f6-4abd-9924-cb5f4d2245cd,Set Reserve,2/6/2021 6:24,1046.79,Nissan,Altima,2015,Side-impact
003c1794-de25-4826-8e61-71bf52ae6a6b,Assign Claim,3/30/2021 17:49,6892.15,Toyota,Camry,2015,Head-on
003c1794-de25-4826-8e61-71bf52ae6a6b,Close Claim,4/13/2021 1:21,6892.15,Toyota,Camry,2015,Head-on
003c1794-de25-4826-8e61-71bf52ae6a6b,Decide Claim,4/8/2021 18:31,6892.15,Toyota,Camry,2015,Head-on
003c1794-de25-4826-8e61-71bf52ae6a6b,First Notification of Loss (FNOL),3/19/2021 2:38,6892.15,Toyota,Camry,2015,Head-on
003c1794-de25-4826-8e61-71bf52ae6a6b,Payment Sent,4/12/2021 11:30,6892.15,Toyota,Camry,2015,Head-on
003c1794-de25-4826-8e61-71bf52ae6a6b,Set Reserve,4/6/2021 2:10,6892.15,Toyota,Camry,2015,Head-on
00460b82-b7c5-4d5a-9a00-051925ef0ffe,Assign Claim,4/24/2021 2:09,6945.4,Hyundai,Elantra,2012,Rollover
00460b82-b7c5-4d5a-9a00-051925ef0ffe,Close Claim,5/12/2021 17:31,6945.4,Hyundai,Elantra,2012,Rollover
00460b82-b7c5-4d5a-9a00-051925ef0ffe,Decide Claim,5/3/2021 19:18,6945.4,Hyundai,Elantra,2012,Rollover
00460b82-b7c5-4d5a-9a00-051925ef0ffe,First Notification of Loss (FNOL),4/3/2021 5:52,6945.4,Hyundai,Elantra,2012,Rollover
00460b82-b7c5-4d5a-9a00-051925ef0ffe,Payment Sent,5/9/2021 18:33,6945.4,Hyundai,Elantra,2012,Rollover
00460b82-b7c5-4d5a-9a00-051925ef0ffe,Set Reserve,4/30/2021 1:18,6945.4,Hyundai,Elantra,2012,Rollover
0046feaa-f09d-4acc-a6ca-d8ef9ac85dfc,Assign Claim,10/26/2022 21:24,5778.95,Chevrolet,Silverado,2010,Head-on
0046feaa-f09d-4acc-a6ca-d8ef9ac85dfc,Close Claim,11/15/2022 18:32,5778.95,Chevrolet,Silverado,2010,Head-on
0046feaa-f09d-4acc-a6ca-d8ef9ac85dfc,Decide Claim,11/4/2022 22:45,5778.95,Chevrolet,Silverado,2010,Head-on
0046feaa-f09d-4acc-a6ca-d8ef9ac85dfc,First Notification of Loss (FNOL),10/15/2022 11:06,5778.95,Chevrolet,Silverado,2010,Head-on
0046feaa-f09d-4acc-a6ca-d8ef9ac85dfc,Payment Sent,11/10/2022 9:44,5778.95,Chevrolet,Silverado,2010,Head-on
0046feaa-f09d-4acc-a6ca-d8ef9ac85dfc,Set Reserve,10/30/2022 3:39,5778.95,Chevrolet,Silverado,2010,Head-on
00510c64-762a-48dc-8bff-dcff0376230f,Assign Claim,10/29/2020 21:49,4491.07,Chevrolet,Silverado,2011,Rollover
